Inference for Bugs model at "C:/Users/SEMILL~1/AppData/Local/Temp/Rtmp0q5QGD/model140853e5043.txt", fit using jags,
 1 chains, each with 500 iterations (first 100 discarded), n.thin = 2
 n.sims = 200 iterations saved
           mu.vect sd.vect      2.5%       25%       50%       75%     97.5%
a[1]       355.457  29.516   303.520   336.271   355.061   374.379   414.334
a[2]       166.736  42.539   111.063   133.639   157.336   190.791   257.746
a[3]       778.492  27.470   729.253   760.051   777.550   798.274   832.450
a[4]       694.576  28.415   641.565   677.229   697.305   712.094   751.213
a[5]       359.100  92.987   224.463   278.533   347.360   431.779   556.204
a[6]      1125.289  34.489  1062.519  1101.195  1124.870  1149.843  1194.588
a[7]       856.234  93.838   681.929   788.733   854.743   922.559  1028.925
a[8]       135.667  28.528   102.879   113.528   126.994   150.472   206.878
a[9]       246.463  25.191   200.067   231.659   244.141   262.715   299.760
a[10]      266.314  23.792   224.020   250.079   266.248   280.838   312.000
a[11]      289.422  31.053   226.880   270.474   289.325   309.135   347.550
a[12]      309.813  61.465   206.626   256.508   313.962   353.858   421.159
a[13]      616.840  37.391   545.091   588.919   620.023   642.815   685.039
a[14]      725.710  63.507   623.112   675.942   723.900   769.402   859.445
a[15]      658.045  35.449   592.789   634.039   654.747   681.087   733.045
a[16]      494.127  34.997   427.648   471.124   494.095   516.729   563.942
a[17]      384.029  29.425   328.443   365.206   380.696   404.283   445.762
a[18]      852.743  42.200   787.115   820.358   847.170   882.300   933.477
a[19]     1009.082  43.688   933.194   977.198  1006.844  1039.375  1101.257
a[20]     1473.795  33.981  1404.738  1449.693  1475.665  1500.093  1532.389
a[21]     1122.478  35.247  1055.714  1102.196  1120.323  1143.112  1205.198
a[22]      847.938  33.257   785.691   824.967   846.959   874.224   902.635
a[23]      312.518  47.125   241.683   278.577   304.730   343.234   410.997
a[24]      295.271  23.269   244.575   282.434   295.647   312.957   338.343
a[25]      189.090  37.027   110.928   168.427   191.620   219.658   245.788
a[26]      529.714  29.758   475.671   509.692   528.215   553.930   583.076
a[27]      590.720  29.964   529.741   569.385   589.489   609.524   648.613
a[28]      658.615  29.168   592.236   640.466   657.585   674.322   721.589
a[29]     1180.078  36.542  1111.436  1155.720  1180.830  1203.674  1248.598
a[30]     1210.160  31.523  1155.652  1187.775  1206.891  1231.510  1270.638
a[31]      950.425  30.556   898.928   928.328   949.746   974.269   999.568
a[32]      828.180  48.034   736.798   792.417   827.179   864.744   914.463
a[33]      519.865  34.210   465.932   494.026   517.824   541.791   586.470
a[34]      493.052  29.556   446.927   470.696   490.307   515.038   551.796
a[35]      271.081  29.342   216.000   252.515   268.658   291.102   327.607
a[36]      380.801  23.672   328.592   366.488   382.341   394.795   424.514
a[37]      455.362 106.447   314.924   369.209   433.288   528.057   684.805
a[38]      123.654  16.156   100.862   111.826   122.305   132.098   159.120
a[39]      203.996  27.130   149.370   184.238   205.804   222.545   250.058
a[40]      403.589  27.673   360.011   385.379   399.799   421.753   464.398
a[41]      373.530  27.117   318.606   356.611   375.769   391.422   428.498
a[42]      411.152  31.541   353.576   390.336   411.855   432.154   473.164
a[43]      353.276  28.251   301.327   332.060   357.757   371.978   406.108
a[44]      472.060  28.029   425.343   450.353   472.626   491.893   526.136
a[45]      322.865  25.072   278.283   305.446   321.239   341.130   370.329
a[46]      341.930  32.256   288.722   316.841   340.378   363.187   410.552
a[47]      275.219  33.866   216.915   252.394   268.982   297.498   353.382
b[1]         0.346   0.005     0.336     0.342     0.346     0.350     0.355
b[2]         0.409   0.015     0.389     0.395     0.410     0.418     0.440
b[3]         0.374   0.004     0.366     0.372     0.374     0.377     0.383
b[4]         0.345   0.004     0.335     0.342     0.346     0.348     0.351
b[5]         0.366   0.005     0.353     0.363     0.367     0.369     0.376
b[6]         0.446   0.004     0.437     0.443     0.447     0.450     0.453
b[7]         0.446   0.009     0.426     0.438     0.449     0.454     0.456
b[8]         0.446   0.020     0.398     0.438     0.452     0.459     0.470
b[9]         0.442   0.015     0.408     0.433     0.449     0.453     0.461
b[10]        0.356   0.008     0.344     0.348     0.357     0.362     0.368
b[11]        0.340   0.007     0.325     0.334     0.342     0.346     0.350
b[12]        0.277   0.004     0.271     0.273     0.276     0.280     0.286
b[13]        0.395   0.007     0.382     0.391     0.394     0.401     0.409
b[14]        0.339   0.011     0.317     0.331     0.343     0.348     0.356
b[15]        0.383   0.005     0.372     0.380     0.383     0.386     0.393
b[16]        0.374   0.008     0.350     0.372     0.377     0.379     0.385
b[17]        0.387   0.009     0.372     0.380     0.383     0.395     0.406
b[18]        0.412   0.005     0.404     0.407     0.411     0.414     0.425
b[19]        0.398   0.006     0.387     0.393     0.399     0.403     0.409
b[20]        0.418   0.003     0.411     0.416     0.418     0.420     0.424
b[21]        0.441   0.004     0.430     0.439     0.442     0.444     0.448
b[22]        0.451   0.005     0.442     0.447     0.450     0.455     0.459
b[23]        0.326   0.006     0.314     0.322     0.324     0.330     0.339
b[24]        0.324   0.006     0.314     0.321     0.325     0.327     0.338
b[25]        0.359   0.006     0.351     0.354     0.360     0.364     0.372
b[26]        0.383   0.010     0.367     0.374     0.386     0.390     0.396
b[27]        0.414   0.006     0.401     0.412     0.414     0.417     0.425
b[28]        0.360   0.005     0.353     0.357     0.359     0.362     0.373
b[29]        0.389   0.004     0.383     0.386     0.388     0.392     0.397
b[30]        0.367   0.003     0.362     0.365     0.367     0.369     0.375
b[31]        0.312   0.005     0.304     0.309     0.312     0.314     0.329
b[32]        0.310   0.002     0.304     0.308     0.310     0.311     0.313
b[33]        0.278   0.007     0.260     0.278     0.281     0.283     0.284
b[34]        0.315   0.006     0.300     0.313     0.316     0.319     0.326
b[35]        0.307   0.007     0.296     0.302     0.307     0.312     0.319
b[36]        0.276   0.005     0.263     0.274     0.277     0.279     0.280
b[37]        0.313   0.007     0.296     0.311     0.313     0.317     0.325
b[38]        0.406   0.016     0.377     0.394     0.401     0.420     0.432
b[39]        0.392   0.013     0.367     0.388     0.392     0.396     0.416
b[40]        0.289   0.006     0.282     0.284     0.286     0.292     0.302
b[41]        0.317   0.006     0.310     0.313     0.315     0.318     0.332
b[42]        0.300   0.006     0.281     0.298     0.302     0.304     0.307
b[43]        0.296   0.005     0.287     0.294     0.298     0.299     0.303
b[44]        0.290   0.004     0.283     0.288     0.291     0.293     0.296
b[45]        0.278   0.003     0.271     0.275     0.278     0.281     0.283
b[46]        0.264   0.024     0.204     0.270     0.273     0.279     0.280
b[47]        0.259   0.008     0.243     0.255     0.258     0.265     0.273
mu[1]       18.271   0.438    17.425    17.919    18.238    18.662    19.000
mu[2]       14.729   1.035    12.551    13.922    14.714    15.837    16.155
mu[3]       15.107   0.315    14.461    14.875    15.116    15.273    15.681
mu[4]       17.428   0.334    16.948    17.203    17.363    17.639    18.234
mu[5]       16.689   0.412    15.831    16.455    16.770    16.928    17.425
mu[6]       10.378   0.219    10.057    10.211    10.357    10.539    10.857
mu[7]       10.639   0.531    10.070    10.212    10.401    10.974    11.898
mu[8]       12.747   1.121    11.310    12.081    12.556    12.999    15.753
mu[9]       12.206   0.827    11.053    11.668    11.820    12.782    14.238
mu[10]      17.851   0.627    16.797    17.310    17.747    18.476    18.715
mu[11]      19.092   0.618    18.207    18.631    18.907    19.496    20.521
mu[12]      25.347   0.661    24.074    24.867    25.290    25.967    26.411
mu[13]      13.917   0.463    12.986    13.594    14.034    14.174    14.719
mu[14]      17.850   0.801    16.699    17.288    17.605    18.443    19.480
mu[15]      14.610   0.299    13.948    14.460    14.626    14.854    15.060
mu[16]      15.573   0.521    14.821    15.300    15.421    15.719    17.036
mu[17]      15.058   0.642    13.860    14.523    15.319    15.572    16.040
mu[18]      12.530   0.335    11.730    12.403    12.557    12.804    12.970
mu[19]      13.158   0.368    12.508    12.836    13.198    13.473    13.771
mu[20]      11.613   0.163    11.331    11.490    11.611    11.702    11.927
mu[21]      10.552   0.152    10.268    10.454    10.533    10.644    10.879
mu[22]      10.444   0.234    10.082    10.235    10.448    10.607    10.865
mu[23]      20.266   0.713    18.886    19.730    20.457    20.684    21.727
mu[24]      20.375   0.534    19.033    20.135    20.298    20.646    21.311
mu[25]      18.074   0.582    17.254    17.640    17.985    18.364    19.400
mu[26]      14.916   0.699    13.916    14.399    14.674    15.629    16.096
mu[27]      12.798   0.314    11.952    12.633    12.802    12.891    13.532
mu[28]      16.388   0.353    15.518    16.243    16.439    16.616    16.938
mu[29]      13.691   0.205    13.298    13.565    13.673    13.851    14.067
mu[30]      15.262   0.239    14.876    15.106    15.227    15.447    15.801
mu[31]      20.107   0.431    18.915    19.925    20.065    20.401    20.840
mu[32]      20.428   0.256    20.091    20.209    20.404    20.610    21.023
mu[33]      24.065   0.333    23.546    23.872    23.991    24.228    24.898
mu[34]      20.580   0.560    19.618    20.223    20.545    20.786    22.018
mu[35]      22.205   0.683    20.969    21.651    22.244    22.627    23.401
mu[36]      25.044   0.432    24.519    24.733    24.885    25.232    26.028
mu[37]      20.854   0.790    19.729    20.172    20.894    21.395    22.540
mu[38]      15.329   1.053    13.680    14.333    15.671    16.089    17.332
mu[39]      15.541   0.841    13.735    15.316    15.513    15.877    17.294
mu[40]      23.619   0.610    22.330    23.232    23.859    24.068    24.425
mu[41]      20.761   0.579    19.270    20.530    20.981    21.126    21.467
mu[42]      22.286   0.587    21.587    21.960    22.125    22.484    24.044
mu[43]      22.917   0.506    22.112    22.604    22.749    23.161    24.033
mu[44]      23.193   0.424    22.611    22.863    23.098    23.365    24.071
mu[45]      25.181   0.432    24.574    24.783    25.144    25.593    25.879
mu[46]      25.836   1.290    24.573    24.877    25.517    25.887    29.176
mu[47]      27.595   1.051    25.698    26.853    27.787    28.244    29.669
y[1,1]       0.914  22.351   -38.001   -13.792    -0.648    13.408    49.825
 [ reached getOption("max.print") -- omitted 4324 rows ]

DIC info (using the rule, pD = var(deviance)/2)
pD = 4790.1 and DIC = 26269.1
DIC is an estimate of expected predictive error (lower deviance is better).
